Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
1,20250521_232418,1,0.00,42.6
1,20250521_232418,2,1.56,49.6
1,20250521_232418,3,2.94,44.5
1,20250521_232418,4,4.43,39.4
1,20250521_232418,5,5.91,44.3
1,20250521_232418,6,7.37,66.6
1,20250521_232418,7,8.90,50.7
1,20250521_232418,8,10.42,58.6
1,20250521_232418,9,11.86,52.9
1,20250521_232418,10,13.36,55.6
1,20250521_232418,11,14.90,51.2
1,20250521_232418,12,16.32,50.6
1,20250521_232418,13,17.84,62.0
1,20250521_232418,14,19.40,62.2
1,20250521_232418,15,20.92,53.3
1,20250521_232418,16,22.46,52.3
1,20250521_232418,17,25.32,47.9
1,20250521_232418,18,26.88,54.8
1,20250521_232418,19,28.34,62.2
1,20250521_232418,20,31.14,40.1
1,20250521_232418,21,32.43,61.9
1,20250521_232418,22,33.83,57.2
1,20250521_232418,23,35.14,51.3
1,20250521_232418,24,36.44,61.3
1,20250521_232418,25,37.81,55.1

Statistic,Value
Total Points,25
Average Speed (km/h),53.1
Maximum Speed (km/h),66.6
Minimum Speed (km/h),39.4
