Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
3,20250524_094559,1,0.00,29.9
3,20250524_094559,2,5.52,34.0
3,20250524_094559,3,8.27,52.8
3,20250524_094559,4,9.61,55.2
3,20250524_094559,5,12.53,56.3
3,20250524_094559,6,14.63,74.6

Statistic,Value
Total Points,6
Average Speed (km/h),50.5
Maximum Speed (km/h),74.6
Minimum Speed (km/h),29.9
