Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
1,20250523_103034,1,0.00,34.3
1,20250523_103034,2,1.32,42.4
1,20250523_103034,3,2.72,42.4
1,20250523_103034,4,4.11,45.7
1,20250523_103034,5,5.53,43.5
1,20250523_103034,6,7.00,43.0
1,20250523_103034,7,8.47,24.9
1,20250523_103034,8,9.98,49.7
1,20250523_103034,9,11.41,45.1
1,20250523_103034,10,12.89,42.9
1,20250523_103034,11,14.41,38.4
1,20250523_103034,12,15.91,43.1
1,20250523_103034,13,20.45,38.3
1,20250523_103034,14,21.93,47.6
1,20250523_103034,15,23.45,39.8
1,20250523_103034,16,24.92,40.8
1,20250523_103034,17,26.43,38.5
1,20250523_103034,18,27.91,23.5
1,20250523_103034,19,29.43,44.7
1,20250523_103034,20,30.96,39.7
1,20250523_103034,21,32.43,28.8
1,20250523_103034,22,33.87,36.2
1,20250523_103034,23,35.33,19.8
1,20250523_103034,24,36.53,34.1
1,20250523_103034,25,37.85,36.1
1,20250523_103034,26,39.29,45.8

Statistic,Value
Total Points,26
Average Speed (km/h),38.8
Maximum Speed (km/h),49.7
Minimum Speed (km/h),19.8
