Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
1,20250522_141013,1,0.00,35.9
1,20250522_141013,2,1.27,36.8
1,20250522_141013,3,5.34,23.1
1,20250522_141013,4,8.06,41.8
1,20250522_141013,5,12.40,37.1
1,20250522_141013,6,13.85,39.3
1,20250522_141013,7,18.44,28.1
1,20250522_141013,8,19.85,42.9
1,20250522_141013,9,21.42,47.6
1,20250522_141013,10,24.41,44.7
1,20250522_141013,11,27.03,21.9
1,20250522_141013,12,30.41,47.5
1,20250522_141013,13,34.89,39.0
1,20250522_141013,14,40.89,38.8

Statistic,Value
Total Points,14
Average Speed (km/h),37.5
Maximum Speed (km/h),47.6
Minimum Speed (km/h),21.9
