Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
1,20250523_095227,1,0.00,48.6
1,20250523_095227,2,3.12,31.2
1,20250523_095227,3,4.67,42.1
1,20250523_095227,4,6.02,27.8
1,20250523_095227,5,7.57,26.8
1,20250523_095227,6,8.93,30.3
1,20250523_095227,7,10.31,38.1
1,20250523_095227,8,11.68,54.1
1,20250523_095227,9,12.96,33.6

Statistic,Value
Total Points,9
Average Speed (km/h),36.9
Maximum Speed (km/h),54.1
Minimum Speed (km/h),26.8
