Timestamp,Point Number,Relative Time (s),Speed (km/h)
20250512_161959,1,0.00,30.3
20250512_161959,2,1.14,38.5
20250512_161959,3,16.08,26.6
20250512_161959,4,19.83,18.1
20250512_161959,5,25.05,30.5
20250512_161959,6,28.00,38.3
20250512_161959,7,47.23,11.4
20250512_161959,8,50.01,37.9
20250512_161959,9,51.98,27.7

Statistic,Value
Total Points,9
Average Speed (km/h),28.8
Maximum Speed (km/h),38.5
Minimum Speed (km/h),11.4
