Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
1,20250522_141423,1,0.00,31.6
1,20250522_141423,2,3.00,38.6
1,20250522_141423,3,9.03,37.3
1,20250522_141423,4,14.72,38.1
1,20250522_141423,5,17.30,38.1
1,20250522_141423,6,25.51,43.2
1,20250522_141423,7,31.45,37.8
1,20250522_141423,8,34.20,37.0
1,20250522_141423,9,35.45,21.6
1,20250522_141423,10,36.84,29.4

Statistic,Value
Total Points,10
Average Speed (km/h),35.3
Maximum Speed (km/h),43.2
Minimum Speed (km/h),21.6
