Timestamp,Point Number,Relative Time (s),Speed (km/h)
20250515_200603,1,0.00,27.1
20250515_200603,2,1.63,1.9
20250515_200603,3,2.15,46.4
20250515_200603,4,2.62,45.0
20250515_200603,5,4.28,41.4
20250515_200603,6,5.13,47.8
20250515_200603,7,5.97,42.3
20250515_200603,8,6.33,43.2

Statistic,Value
Total Points,8
Average Speed (km/h),36.9
Maximum Speed (km/h),47.8
Minimum Speed (km/h),1.9
