Timestamp,Point Number,Relative Time (s),Speed (km/h)
20250512_171117,1,0.00,23.8
20250512_171117,2,9.02,10.7
20250512_171117,3,15.04,37.1
20250512_171117,4,18.87,27.8

Statistic,Value
Total Points,4
Average Speed (km/h),24.8
Maximum Speed (km/h),37.1
Minimum Speed (km/h),10.7
