Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
1,20250524_111713,1,0.00,44.8
1,20250524_111713,2,1.70,35.8
1,20250524_111713,3,3.08,58.7
1,20250524_111713,4,4.55,51.8
1,20250524_111713,5,6.06,34.4
1,20250524_111713,6,7.58,40.2
1,20250524_111713,7,10.54,42.9
1,20250524_111713,8,11.84,57.6
1,20250524_111713,9,13.19,40.5
1,20250524_111713,10,14.47,56.9
1,20250524_111713,11,15.83,35.5
1,20250524_111713,12,17.23,40.2
1,20250524_111713,13,18.62,40.0
1,20250524_111713,14,19.98,43.5
1,20250524_111713,15,21.43,40.5
1,20250524_111713,16,22.82,68.0
1,20250524_111713,17,24.24,42.3
1,20250524_111713,18,25.63,54.8
1,20250524_111713,19,27.20,52.5
1,20250524_111713,20,28.70,53.3
1,20250524_111713,21,30.09,54.3
1,20250524_111713,22,31.40,53.9
1,20250524_111713,23,32.74,45.8
1,20250524_111713,24,34.03,37.9
1,20250524_111713,25,35.37,43.5
1,20250524_111713,26,36.76,47.6

Statistic,Value
Total Points,26
Average Speed (km/h),46.8
Maximum Speed (km/h),68.0
Minimum Speed (km/h),34.4
