Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
1,20250522_164449,1,0.00,36.7
1,20250522_164449,2,1.50,47.2
1,20250522_164449,3,4.44,30.5
1,20250522_164449,4,5.94,46.8
1,20250522_164449,5,13.36,46.9
1,20250522_164449,6,16.42,42.3
1,20250522_164449,7,17.90,40.6
1,20250522_164449,8,22.40,49.2
1,20250522_164449,9,25.42,30.3
1,20250522_164449,10,26.91,35.1

Statistic,Value
Total Points,10
Average Speed (km/h),40.5
Maximum Speed (km/h),49.2
Minimum Speed (km/h),30.3
