Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
1,20250523_135307,1,0.00,52.9
1,20250523_135307,2,1.41,62.2
1,20250523_135307,3,2.82,52.9
1,20250523_135307,4,4.23,55.0
1,20250523_135307,5,5.77,54.1
1,20250523_135307,6,8.80,57.3
1,20250523_135307,7,11.80,55.3
1,20250523_135307,8,13.25,72.2
1,20250523_135307,9,14.79,54.7
1,20250523_135307,10,16.26,64.1
1,20250523_135307,11,20.87,54.9
1,20250523_135307,12,22.36,52.0
1,20250523_135307,13,23.81,54.0
1,20250523_135307,14,26.79,52.9
1,20250523_135307,15,28.08,57.1
1,20250523_135307,16,29.38,64.0
1,20250523_135307,17,30.73,57.1
1,20250523_135307,18,32.07,48.6
1,20250523_135307,19,33.46,50.2
1,20250523_135307,20,34.80,30.1
1,20250523_135307,21,36.14,26.5
1,20250523_135307,22,37.54,68.0

Statistic,Value
Total Points,22
Average Speed (km/h),54.4
Maximum Speed (km/h),72.2
Minimum Speed (km/h),26.5
