Timestamp,Point Number,Relative Time (s),Speed (km/h)
20250521_224709,1,0.00,44.0
20250521_224709,2,1.56,50.4
20250521_224709,3,2.94,45.2
20250521_224709,4,4.43,40.4
20250521_224709,5,5.91,45.3
20250521_224709,6,7.37,68.2
20250521_224709,7,11.86,52.5
20250521_224709,8,13.36,54.9
20250521_224709,9,14.90,51.1
20250521_224709,10,19.40,61.9

Statistic,Value
Total Points,10
Average Speed (km/h),51.4
Maximum Speed (km/h),68.2
Minimum Speed (km/h),40.4
