Timestamp,Point Number,Relative Time (s),Speed (km/h)
20250512_171020,1,0.00,31.2
20250512_171020,2,5.54,4.0
20250512_171020,3,13.16,29.7
20250512_171020,4,19.53,27.9
20250512_171020,5,22.64,36.4
20250512_171020,6,36.54,48.8
20250512_171020,7,36.71,15.1
20250512_171020,8,36.88,8.1
20250512_171020,9,37.11,29.4
20250512_171020,10,37.20,48.8
20250512_171020,11,37.40,28.4

Statistic,Value
Total Points,11
Average Speed (km/h),28.0
Maximum Speed (km/h),48.8
Minimum Speed (km/h),4.0
