Timestamp,Point Number,Relative Time (s),Speed (km/h)
20250512_170348,1,0.00,28.6
20250512_170348,2,0.21,3.7
20250512_170348,3,0.41,1.9
20250512_170348,4,14.50,5.0
20250512_170348,5,14.66,10.9
20250512_170348,6,14.74,24.5
20250512_170348,7,14.99,30.2
20250512_170348,8,18.03,40.1
20250512_170348,9,23.75,45.2
20250512_170348,10,26.46,44.3
20250512_170348,11,28.77,24.4

Statistic,Value
Total Points,11
Average Speed (km/h),23.5
Maximum Speed (km/h),45.2
Minimum Speed (km/h),1.9
