Timestamp,Point Number,Relative Time (s),Speed (km/h)
20250521_152341,1,0.00,40.2
20250521_152341,2,0.01,42.0
20250521_152341,3,0.02,42.6
20250521_152341,4,1.57,49.5
20250521_152341,5,1.58,49.6
20250521_152341,6,2.94,43.0
20250521_152341,7,2.95,44.5
20250521_152341,8,2.96,45.7

Statistic,Value
Total Points,8
Average Speed (km/h),44.6
Maximum Speed (km/h),49.6
Minimum Speed (km/h),40.2
