Session ID,Timestamp File,Point Number,Relative Time (s),Speed (km/h)
1,20250524_114329,1,0.00,47.0
1,20250524_114329,2,1.41,68.1
1,20250524_114329,3,2.83,63.1
1,20250524_114329,4,4.17,78.8
1,20250524_114329,5,5.56,70.4
1,20250524_114329,6,6.97,66.9
1,20250524_114329,7,11.40,70.5
1,20250524_114329,8,12.90,78.5
1,20250524_114329,9,14.38,70.4
1,20250524_114329,10,17.38,79.7
1,20250524_114329,11,18.89,65.0
1,20250524_114329,12,20.39,50.4
1,20250524_114329,13,21.87,86.0
1,20250524_114329,14,23.39,79.2
1,20250524_114329,15,24.87,55.1
1,20250524_114329,16,26.38,61.6
1,20250524_114329,17,27.87,56.4
1,20250524_114329,18,29.40,73.9
1,20250524_114329,19,30.88,49.7
1,20250524_114329,20,32.42,56.1
1,20250524_114329,21,33.94,65.7
1,20250524_114329,22,35.40,60.2
1,20250524_114329,23,36.84,61.4
1,20250524_114329,24,38.38,55.1

Statistic,Value
Total Points,24
Average Speed (km/h),65.4
Maximum Speed (km/h),86.0
Minimum Speed (km/h),47.0
