Timestamp,Point Number,Relative Time (s),Speed (km/h)
20250512_165912,1,0.00,12.2
20250512_165912,2,0.21,11.9
20250512_165912,3,10.05,13.8
20250512_165912,4,10.26,11.5
20250512_165912,5,11.21,37.2
20250512_165912,6,18.80,18.1
20250512_165912,7,19.05,17.7
20250512_165912,8,19.34,9.0
20250512_165912,9,27.26,24.0

Statistic,Value
Total Points,9
Average Speed (km/h),17.3
Maximum Speed (km/h),37.2
Minimum Speed (km/h),9.0
